HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.slot0,Input.slot1,Input.slot2,Answer.change,Answer.comments,Answer.joking_sarcastic,Answer.more_detail,Answer.sympathetic,Approve,Reject
31MBOZ6PAOCIY163M9LYZ8S9SS8LC2,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,3VP0C6EFSHIGAMDH2WEC15BANWWM6Z,A3RYTY3QHRXNIY,Approved,Tue Jun 06 18:53:23 PDT 2017,Tue Jun 06 18:55:42 PDT 2017,Wed Jun 21 18:55:42 PDT 2017,Sun Jun 11 22:05:34 PDT 2017,,,139,100% (29/29),100% (9/9),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2AVFNOKFHQ2ME,AMX5R6NLYNA2K,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about sports.,"I like sports movies, especially when they're comedies.","I love the slapstick part of them too. Also Happy Gilmore, that is probably my favorite.","Whats your favorite sport? Prrsonally, my favorite is baseball, i watch all the games, and my favorite team is the yankees",No,"Happy gilmore is so funny, i love the crocodile in it, theres ao many hilarious scenes, i cant get enough of it.","Sports movies are so funny, the comedies are much better than sports dramas like the blind side.  I prefer movies to be funny","I love happy gilmore, adam sandler is really good in that movie.  Ive seen that movie so many times, iys hilarious",,
31MCUE39BK7EZ9WJIPDHTDJ7QY9G3T,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,34J10VATJGKNOL6AWQUIFHLK5FLQIY,A30K6W37NLDKCX,Approved,Mon Jun 05 19:11:28 PDT 2017,Mon Jun 05 19:35:11 PDT 2017,Tue Jun 20 19:35:11 PDT 2017,Sun Jun 11 22:05:39 PDT 2017,,,1423,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,AMDPJ713Z3IJL,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,The children barely have enough to eat and I don't think they get to sleep but 3 hours a night.,That's why I like buying locally made products where you know that they were made using fair practices.,,So they get 3 more hours of sleep a night than I do during the school year?,"I know we need to buy clothes, but I wish there was another way that didn't involve sweat shop labor.",I feel terrible for all of the lack of human rights that those poor children experience making clothes.,,
31ODACBENU09WFBCB0JUVZVLO1HQSQ,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3V26SBZTBE0IX3WBJQ1H650E6V5ZZV,A1BLRY24SGKZG6,Approved,Tue Jun 06 01:58:57 PDT 2017,Tue Jun 06 02:08:27 PDT 2017,Wed Jun 21 02:08:27 PDT 2017,Sun Jun 11 22:05:57 PDT 2017,,,570,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A2YE2I9DYV9OKW,Answer.positive,Answer.elaboration,Let's talk about technology.,"I love technology, I rely on it for so many things. Although, sometimes I wonder if it's detrimental to be so reliant on it.","I certainly hope not, I'm scheduled to be upgraded to full cyborg status next Tuesday.","Thanks, I'll think about it. I'll think about it after my app is loading. Have fun.",NA,"So, if you don't want to go, I'll understand. Will you get x-ray vision installed too ? Christmas time and birthdays would be less interesting.",Technology is useful and it is important to take a break from it once and a while. When was the last time we had an outdoors adventure ?,Do you want to go for a hike later ? I feel that technology has discouraged us from going out much to breathe in the fresh air.,,
31S7M7DAGGBZKI8E8VGOOISDGE8LTL,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,3WR9XG3T64XJAW2GF2J8LPU6V8V747,AGATMN9R66VSP,Approved,Tue Jun 06 05:56:30 PDT 2017,Tue Jun 06 06:12:17 PDT 2017,Wed Jun 21 06:12:17 PDT 2017,Sun Jun 11 22:05:52 PDT 2017,,,947,100% (21/21),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2WQWHBN0BF4U7,Answer.positive,Answer.change,Let's talk about technology.,Technology is important but it seems like it runs our lives nowadays rather than the other way around,"the movie ""Robot"" by Will Smith kinda summarizes what we're up against in the future,have you seen it, or don't you watch science fiction movies?",Do you think there are some positive benefits to the technological advancements we've made in the past decade?,,I think you are right! Soon we will all have to defend ourselves against murderous robots after they turn against us!,I did watch that movie with Will Smith and I do agree that technology can have a disproportionate influence over our lives if we allow it too. I think that movie was a bit of a stretch but who knows what we will see in the future.,The future of technology is a bit scary. The more we depend on it the more vulnerable we are in general.,,
31SIZS5W590XV0BZWBJP5PQP2ZYQR2,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3J2UYBXQQMYJ786ADRRE384XJK360X,A3PB0KSWXYUEAY,Approved,Mon Jun 05 20:06:28 PDT 2017,Mon Jun 05 20:08:41 PDT 2017,Tue Jun 20 20:08:41 PDT 2017,Sun Jun 11 22:05:55 PDT 2017,,,133,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A1YI99FRUDX2M7,Answer.TalkMore,Answer.change,Let's talk about technology.,"Robotics is advancing so quickly, I wonder how human like they will become.","Do you think humans will ever become more like robots?  The technology is being developed for humans to become stronger, faster, and smarter.","I am not sure, did you see that new computer that apple came out with though?",,"No way do not pay attention to movies like the Terminator, there wont be robots like humans.",Yea I have heard of different brain to computer interface systems that can be portable.,"No way, robots will never be able to mimic the humans intuition and consciousness.",,
322ZSN9Z5G53MA1T23H721Q2USDT40,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,36PW28KO40IJL0X7BB75428N93MEAY,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 18:47:57 PDT 2017,Mon Jun 05 18:50:36 PDT 2017,Tue Jun 20 18:50:36 PDT 2017,Sun Jun 11 22:05:41 PDT 2017,,,159,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,A1WML1ZP2ISAR7,Answer.positive,Answer.joking_sarcastic,Let's talk about fashion.,"I think fashion trends are set by the industry, not as a creative outlet, but as a way to earn a profit from the masses.",nan,I just like to buy things that seem appealing to me. I don't like  to worry about anything else.,,"Yea, everything has to be about profit these days. God forbid somebody do something for the fun of it.","Yea, thats the way it seems most of the time. Everybody gets involved in things like that for a profit.","Yea, money definitely rules the world. Weather people want to admit it or not is up to them.",,
324N5FAHSXW3D4ULSQ42A03JOZJVK8,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,3QBD8R3Z225QV2UFWO0AWBG1LS74OM,A3OWGVIP4VYSPV,Approved,Mon Jun 05 14:58:14 PDT 2017,Mon Jun 05 14:59:59 PDT 2017,Tue Jun 20 14:59:59 PDT 2017,Sun Jun 11 22:05:39 PDT 2017,,,105,100% (39/39),100% (19/19),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A3DSAIFZ7KJPO1,AMDPJ713Z3IJL,Answer.TalkMore,Answer.change,Let's talk about fashion.,A lot of the clothes and accessories we buy are made by children in sweatshops.,"I wonder if their parents know where their children are, or if the even care.",I do try not to buy sweat shop made stuff but sometimes you can't tell beforehand.,none,"Starving is totally better than sewing, right? Everyone just loves to starve.",Of course they know. They hire their kids out. It's sad but true. They're all just trying to survive in these poorer countries.,I feel bad for them but on the other and they'd likely starve if they didn't work. It's so sad.,,
32K26U12DN9VZYOB09IF6N8T4QMDVD,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,37ZHEEHM6X8YS0JCFOEPBK20H8137K,AGATMN9R66VSP,Approved,Tue Jun 06 07:06:43 PDT 2017,Tue Jun 06 07:10:10 PDT 2017,Wed Jun 21 07:10:10 PDT 2017,Sun Jun 11 22:05:46 PDT 2017,,,207,100% (21/21),100% (13/13),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A1WML1ZP2ISAR7,Answer.negative,Answer.joking_sarcastic,Let's talk about entertainment.,"The movie they were promoting is supposed to be a comedy but the clips they showed looked silly and the ""stars"" seemed embarrassed like they only did the movie for the money",On the other hand maybe they just take the jobs during the slow times.,Sometimes taking the wrong role can ruin and actors career. There are many examples of actors that never recover after taking on a bad part.,,Some actors never some to be able to bounce back. I wonder how long slow times will last for Nick Cage?,Maybe so but either way it makes the movie hard to watch when the actors heart is not really in it.,That is very possible. I can completely understand why someone would take a less than perfect role just to make ends meet when things are slow.,,
32K26U12DN9VZYOB09IF6N8T4QMVDV,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,3WMINLGALCP4O2DTFK1AEE8KOR0CAU,A30K6W37NLDKCX,Approved,Mon Jun 05 18:12:09 PDT 2017,Mon Jun 05 18:16:52 PDT 2017,Tue Jun 20 18:16:52 PDT 2017,Sun Jun 11 22:05:35 PDT 2017,,,283,100% (4/4),100% (4/4),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2AVFNOKFHQ2ME,A1L3937MY09J3I,Answer.negative,Answer.continuation,Let's talk about sports.,Millions of dollars a year to play a sport a few months out of the year and be adored all year long.. yeeeah tough life.,"Besides the millions of dollars a year to play the sport, don't forget the other millions of dollars and free stuff from getting sponsored by a major company like Nike or Reebok.","Players do earn a lot at the major league level, but minor league players barely make as much as substitute teachers.",,"Yeah, I hear all you need to become a great athlete is a pair of fancy shoes advertised by the pros!","I know, right? Now Lonzo Ball is even making his own shoes and selling them for $600 a pop! It's wild how much money they make.","True, they do make a ton of money, although they do have to endure long periods away from their families and endless training, so I suppose they are at least earning it.",,
32ZCLEW0BZ5VX0R7OTVR3TEONMIJPC,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3HWRJOOET6ONLWJ1SBTWP22TV5KSER,A1DCKRRPA4AWVD,Approved,Mon Jun 05 13:56:29 PDT 2017,Mon Jun 05 14:34:10 PDT 2017,Tue Jun 20 14:34:10 PDT 2017,Sun Jun 11 22:05:56 PDT 2017,,,2261,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A1YI99FRUDX2M7,Answer.negative,Answer.elaboration,Let's talk about technology.,The technology of my parents TV is so advanced they call me regularly to help them use it.,"They'll start calling you about their phones, tablets and microwaves next!  I miss the good old days.","Nevertheless, I help my parents out the best I can. Even I have to look things up along side them. I hope this teaches them one day that they too can google something if they have enough time to do this.",,"Yeah, as if everyone is a computer science major and has technology implanted into an arm or something.","Due to them not having extra time to research online or take a technology class, they are always assuming I know about the technology.","I agree, yet sometimes I have to admit, even I am baffled by some of the technology without taking a course on it or reading extensively about the subject.",,
335HHSX8CDQQHXTRVK1BRMHKWBBDHN,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:15 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:15 PDT 2017,,,3RU7GD8VPPFRIN8R1P97JE1X9ILSPN,A3MDIA7JN82PF,Approved,Tue Jun 06 08:45:15 PDT 2017,Tue Jun 06 08:49:54 PDT 2017,Wed Jun 21 08:49:54 PDT 2017,Sun Jun 11 22:05:37 PDT 2017,,,279,100% (22/22),100% (22/22),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AMX5R6NLYNA2K,Answer.negative,Answer.joking_sarcastic,Let's talk about sports.,I heard that game sucked! Someone must have deflated all of the balls again.,That's true I guess. It's always fun to go to an event like that. Plus nobody grills up a burger like you do at a tailgate.,Not all games have tailgates. Hockey games don't. Different traditions are cool. And the all you can eat seats at baseball games! Amazing.,,"Sometimes the tailgate is better than the game itself, especially if you are watching Cleveland football, you know!","And at least you get some good food and a laugh if the game is good, like you were talking about!","It's nice to see a community behind sports too. People need to bond together around something common, and the sports teams are happy to see people supporting them.",,
335VBRURDJL2UXP8T3O3KN1HDA4E9R,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,3QRYMNZ7FZ3SU29TAA15PUSOBG8NT9,A2ECRNQ3X5LEXD,Approved,Mon Jun 05 14:27:26 PDT 2017,Mon Jun 05 14:58:09 PDT 2017,Tue Jun 20 14:58:09 PDT 2017,Sun Jun 11 22:05:58 PDT 2017,,,1843,100% (15/15),100% (15/15),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A0017268R9SKD8U2Y3F,A1NLW5ZS2WQR35,Answer.TalkMore,Answer.joking_sarcastic,Let's talk about sports.,I guess if a sport is on at night or in the morning I am willing to watch.,I think it's so sad that some people can't go to games with their families because they are working so much. There is a lot of bonding that goes on between parents and children when they share their love for sports.,When was the last time you went to a game?,,"Oh yeah that is EXACTLY what we need, more bonding time!",Exactly. I think that people just need more time off from work in general. In Europe they get much more time off than we do on average.,I agree. I remember as a kid how much time we got to spend with our parents watching sports. I miss those days.,,
336OE47KI25U84O2H4N5YBXEB6SVW4,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:31 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:31 PDT 2017,,,3HYA4D452S5MMB2ZT7YWG2AP9CB2FR,A3RYTY3QHRXNIY,Approved,Mon Jun 05 14:30:36 PDT 2017,Mon Jun 05 14:45:09 PDT 2017,Tue Jun 20 14:45:09 PDT 2017,Sun Jun 11 22:05:48 PDT 2017,,,873,100% (29/29),100% (9/9),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A28LE67Q1YR9TV,Answer.positive,Answer.change,Let's talk about entertainment.,"I love all types of entertainment, but my favorite is going to the movies.","I haven't been out to the theater in a while, but I watch a lot of TV. There was a new show just came out on Netflix I think you would like.",Do you like bowling?  That is also a fun way for entertainment that i enjoy.  Its so relaxing to me.,No,"I love when you go to the movie theater and these kids throwing popcorn at old people.  The old people get so mad, its hilarious.","I love going to the movies, because i love the enviroment.  You go to see this movie with a room full of people who have the same movie interests.","I do love Netflix though, theres also something great about being able to relax and being able to watch whatever movie and in your own home",,
33BFF6QPI1WAWVMJXUHZFG5VKMZW38,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:32 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:32 PDT 2017,,,3OB0CAO74IBW1SMCHITRSRN746FYHY,AKQ0P7FYVX7MD,Approved,Mon Jun 05 14:21:16 PDT 2017,Mon Jun 05 14:29:57 PDT 2017,Tue Jun 20 14:29:57 PDT 2017,Sun Jun 11 22:05:53 PDT 2017,,,521,100% (3/3),100% (3/3),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.rhetorical,Answer.elaboration,Let's talk about technology.,"One of the biggest events in history, the D-Day invasion, was planned in secret by Gen. Eisenhower and his staff using only file cards and it saved the world from the Nazis","I know, file cards are amazing. Think about what Alexander the Great might have accomplished if he had access to them.",How would you feel if we did not have any types of word processing programs?,Enjoyed it.,I am glad that things have advanced in the world of technology. Can you imagine how the person felt that had to write the information on the index cards felt? I am quite sure they had to write thousands of cards.,Can you imagine the amount of attention and detail to the information that was placed on each card for Gen. Eisenhower to be successful in saving the world from the  Nazis.,It might have been a different outcome if some of the cards were lost or destroyed by accident.,,
33EEIIWHK7SPO7SG5VOZ6MFSN5BVQ0,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:30 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:30 PDT 2017,,,3WQ3B2KGE92PK98N51CMST9Z2DZ1BV,A3BKLC77I1AT74,Approved,Mon Jun 05 21:41:24 PDT 2017,Mon Jun 05 21:51:59 PDT 2017,Tue Jun 20 21:51:59 PDT 2017,Sun Jun 11 22:05:45 PDT 2017,,,635,100% (1/1),100% (1/1),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2XDTFD9AEM144,A3KL0G33VCL8XK,Answer.rhetorical,Answer.change,Let's talk about fashion.,I remember when I was in middle school and fuzzy 'carpet' shirts were in style. No one would be caught dead in those today.,What about high school? What was the trend then and what did you think about it?,What would you say was the most popular fashion trend during your high school years and what would you consider the most iconic style?,None,Scruchnies and body suits are quite the combo. I am unsure if there was anything fashion forward and iconic about my high school years.,"Do not get me started on high school fashion. I can only vaguely remember white UNSIGHTLY body suits, overalls and pagers. At the time I thought I looked so awesome. Looking back I looked ridiculous.",To go along with our super amazing body suits and overalls I remember having to have scrunchies of every color .,,
3421H3BM9A2A5DB074ZUH3E9II0J9H,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:28 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:28 PDT 2017,,,378XPAWRUDZV15ZT7UXWPH6F1T3IAF,A2L7S6RZOZ6NM9,Approved,Mon Jun 05 14:55:59 PDT 2017,Mon Jun 05 15:20:15 PDT 2017,Tue Jun 20 15:20:15 PDT 2017,Sun Jun 11 22:05:38 PDT 2017,,,1456,100% (128/128),100% (128/128),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A31NREVPH2XDCO,A2YE2I9DYV9OKW,Answer.positive,Answer.joking_sarcastic,Let's talk about politics.,"Yikes-- maybe politics in history, instead of current politics.",What do you think it is about politics that makes it so stressful to talk about?,I think that Donald Trump is doing a really bad job. He clearly doesn't know how to be a politician and doesn't really know what he is doing either.,,"Well, its flat out boring. Would you wanna talk about politics when you can talk about entertainment, sports, etc.",I think that there are just too many different opinions. Some people feel so strongly about their representative that they refuse to hear others views and this can cause arguments.,"I just think that everyone needs to talk about it with an open mind, but that can be difficult sometimes. As a result, it is sometimes better to just not talk about it at all.",,
34F34TZU7WKZ5TQ1MVKF7G6VCCQJ2P,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:14 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:14 PDT 2017,,,3EA3QWIZ4JH0G1Y2DUODKMW7PP5TI6,A3PB0KSWXYUEAY,Approved,Tue Jun 06 13:00:37 PDT 2017,Tue Jun 06 13:02:43 PDT 2017,Wed Jun 21 13:02:43 PDT 2017,Sun Jun 11 22:05:37 PDT 2017,,,126,100% (64/64),100% (30/30),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A9ZS3JB9F24V4,AMX5R6NLYNA2K,Answer.negative,Answer.continuation,Let's talk about sports.,I heard that game sucked! Someone must have deflated all of the balls again.,"Eh, it wasn't so bad. The game wasn't that exciting but tailgating and having a few drinks in the nice weather is always a good time.",Speaking of the weather have you heard that is going to be like hurricane weather all next week?,n/a,Are you kidding? It was freezing that day and I had no idea how you were able to stay tailgating that long in the cold.,I agree those margaritas that you made came out great and were so flavorfull. What is the recipe?,Who doesnt enjoy the nice weather and some drinks among good friends.  It is a good day.,,
34R0BODSP1KJTANWQDBM87WFRELE50,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:33 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:33 PDT 2017,,,33PPUNGG39R9VCAK9974K2YFXF8ZRQ,A2ZOM62DKMSWDK,Approved,Tue Jun 06 08:24:46 PDT 2017,Tue Jun 06 08:27:26 PDT 2017,Wed Jun 21 08:27:26 PDT 2017,Sun Jun 11 22:05:55 PDT 2017,,,160,100% (26/26),100% (16/16),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,ATBUWF548K93Q,A1YI99FRUDX2M7,Answer.TalkMore,Answer.elaboration,Let's talk about technology.,"Robotics is advancing so quickly, I wonder how human like they will become.","Actually, I am a robot programmed to come and destroy you.  Just kidding.  But if I was a robot, wouldn't that be terrifying?","Just kidding. You look great. Speaking of technology, do you read Scientific American? They're got some great articles, and they've changed their writing style so it's really not hard to read and understand at all.",This one was fun.,"Besides, you don't really look like a robot. Just maybe you need to take a little nap, and fix your hair and makeup!","I don't know, unless you're a war robot. Or an assassin robot. Most robots are being designed to help, not to hurt.",Although there's always the chance that such technology could be abused. That's what scares me the most.,,
34ZTTGSNJX9K66XW067VRLOJFQ0QH5,3WO7ZNC6SLRHED0HM8CMYPHDYJRD8A,Continue the Conversation Step 3,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, arts, entertainment, fashion, politics, sports",$0.25 ,Mon Jun 05 13:51:29 PDT 2017,1,BatchId:2825682;OriginalHitTemplateId:920937336;,3600,1296000,Mon Jun 12 13:51:29 PDT 2017,,,3WJEQKOXA9OK1Z3VZNCQXIPTKWU1AI,A13NOSGEQMNGP8,Approved,Tue Jun 06 07:22:34 PDT 2017,Tue Jun 06 07:24:15 PDT 2017,Wed Jun 21 07:24:15 PDT 2017,Sun Jun 11 22:05:42 PDT 2017,,,101,100% (18/18),100% (18/18),0% (0/0),37AIU3VBY8A1UOKUCHJYJDFA4SLRXU,3U38RRN8HQODTWRB1BHZ5D4T8AB4F5,A2CSV75E3JT58Y,A2YE2I9DYV9OKW,Answer.positive,Answer.change,Let's talk about fashion.,I don't pay much attention to the latest fashion trends,"Well, a trend I am following is a lot of the garment industry moving overseas. It makes me uncomfortable thinking about so many people working in sweatshops.","I do like to shop though especially shoes and bags, not just clothes.",,Well maybe it's time I learned how to sew and started making my own clothes!,"I agree, have you seen the youtube videos of some overseas sweatshops, so scary.",I try and buy only American made clothing.,,
